order_id,product_category,sub_category,brand,product_price,discount_percent,product_rating,review_count,fragile_item,warranty_available,product_return_rate,category_return_rate,brand_return_rate,defect_rate,seller_rating,seller_return_rate,fulfillment_type,payment_method,quantity,shipping_distance_km,delayed_delivery,wishlist_before_purchase,product_page_views,customer_support_calls,chat_interactions,returned
ORD105516,Toys,Educational,Brand_5,326.64,5.8,3.4,76.0,0,1,0.001,0.136,0.01,0.025,3.6,0.064,Marketplace Fulfilled,UPI,1,1010.3,0,0,20,0,1,0
ORD105517,Home,Decor,Brand_30,99.62,32.7,4.4,58.0,0,1,0.054,0.102,0.101,0.029,4.5,0.16,Seller Fulfilled,UPI,5,1316.8,0,0,8,0,1,0
ORD105518,Beauty,Haircare,Brand_18,1498.42,39.6,5.0,81.0,0,0,0.09,0.175,0.091,0.045,4.4,0.112,Marketplace Fulfilled,COD,4,158.5,0,1,15,2,1,0
ORD105519,Electronics,Laptops,Brand_12,619.84,44.8,3.5,71.0,0,0,0.227,0.184,0.203,0.062,4.8,0.007,Marketplace Fulfilled,Credit Card,2,947.5,0,0,11,0,1,0
ORD105520,Electronics,Mobiles,Brand_11,320.45,11.0,3.4,83.0,1,0,0.083,0.151,0.132,0.05,3.4,0.095,Marketplace Fulfilled,Debit Card,3,1161.5,0,0,20,0,0,1
ORD105521,Fashion,Footwear,Brand_21,844.42,47.3,2.2,52.0,1,1,0.171,0.11,0.112,0.068,4.2,0.079,Seller Fulfilled,COD,1,1404.1,0,1,10,0,0,1
ORD105522,Electronics,Mobiles,Brand_4,627.81,24.3,2.5,57.0,1,1,0.167,0.186,0.196,0.014,5.0,0.104,Marketplace Fulfilled,COD,5,805.4,0,0,10,0,0,1
ORD105523,Fashion,Footwear,Brand_18,2140.54,63.2,,95.0,0,0,0.147,0.126,0.05,0.05,4.4,0.104,Marketplace Fulfilled,UPI,5,847.4,0,1,4,0,1,0
ORD105524,Beauty,Haircare,Brand_7,888.5,43.8,3.8,98.0,0,0,0.069,0.222,0.113,0.092,4.1,0.088,Marketplace Fulfilled,Debit Card,5,433.9,0,0,16,1,0,0
ORD105525,Books,Academic,Brand_27,522.58,61.5,3.1,70.0,0,0,0.13,0.033,0.166,0.085,3.7,0.02,Seller Fulfilled,COD,2,684.7,0,0,14,1,0,0
ORD105526,Electronics,Audio,Brand_24,1123.37,2.0,3.9,51.0,0,1,0.057,0.131,0.096,0.027,3.6,0.145,Marketplace Fulfilled,Debit Card,2,255.2,0,1,15,0,1,0
ORD105527,Electronics,Audio,Brand_23,582.68,60.5,5.0,65.0,0,0,0.212,0.148,0.214,0.02,3.4,0.122,Marketplace Fulfilled,COD,2,466.7,0,1,11,0,0,1
ORD105528,Beauty,Haircare,Brand_5,710.13,58.8,3.9,72.0,1,0,0.058,0.213,0.01,0.036,,0.167,Seller Fulfilled,Credit Card,2,,0,1,8,0,1,0
ORD105529,Fashion,Kids,Brand_3,1814.47,34.2,5.0,97.0,0,1,0.174,0.108,0.198,0.095,3.8,0.011,Seller Fulfilled,Wallet,2,193.2,0,0,11,1,1,0
ORD105530,Books,Non-Fiction,Brand_14,210.25,65.4,3.3,57.0,0,1,0.251,0.161,0.257,0.054,3.6,0.177,Marketplace Fulfilled,Credit Card,2,409.5,0,0,8,0,2,1
ORD105531,Electronics,Laptops,Brand_11,276.73,50.2,4.9,83.0,0,0,0.171,0.012,0.193,0.177,3.9,0.173,Seller Fulfilled,Credit Card,2,1198.9,0,1,14,0,2,1
ORD105532,Fashion,Footwear,Brand_22,412.64,66.7,3.5,101.0,0,1,0.127,0.115,0.104,0.207,4.3,0.05,Marketplace Fulfilled,Debit Card,4,827.1,0,0,16,1,0,0
ORD105533,Fashion,Kids,Brand_22,470.72,50.7,3.4,52.0,0,0,0.085,0.16,0.075,0.079,3.8,0.137,Marketplace Fulfilled,COD,1,523.7,0,0,12,0,0,0
ORD105534,Books,Non-Fiction,Brand_12,1704.26,61.3,3.3,,0,0,0.344,0.144,0.231,0.095,3.2,0.155,Marketplace Fulfilled,COD,3,281.9,0,0,13,0,0,1
ORD105535,Fashion,Men,Brand_5,168.47,13.2,3.7,92.0,0,1,0.023,0.108,0.01,0.02,3.7,0.113,marketplace fulfilled ,Wallet,4,315.6,0,0,18,0,0,0
ORD105536,Beauty,Skincare,Brand_10,586.08,13.2,4.5,97.0,0,0,0.043,0.071,0.023,0.027,4.8,0.173,Marketplace Fulfilled,Credit Card,1,1179.7,0,0,20,1,2,0
ORD105537,Fashion,Accessories,Brand_16,366.61,34.0,3.6,86.0,1,1,0.058,0.118,0.027,0.053,4.4,0.231,Marketplace Fulfilled,Wallet,4,271.8,0,0,7,0,1,0
ORD105538,Fashion,Accessories,Brand_8,2780.63,48.9,4.6,91.0,0,0,0.01,0.126,0.081,0.02,3.9,0.141,Marketplace Fulfilled,Debit Card,5,929.6,0,1,12,0,0,0
ORD105539,Books,Non-Fiction,Brand_10,1333.37,17.8,3.4,49.0,0,0,0.039,0.122,0.075,0.016,4.1,0.091,Seller Fulfilled,Credit Card,3,634.5,1,0,10,0,0,0
ORD105540,Fashion,Women,Brand_8,746.07,27.9,3.8,57.0,0,0,0.115,0.224,0.099,0.062,4.2,0.114,Seller Fulfilled,Credit Card,2,303.0,0,0,21,0,0,0
ORD105541,Fashion,Men,Brand_2,1439.37,11.6,3.5,71.0,0,1,0.177,0.08,0.117,0.089,4.2,0.181,Marketplace Fulfilled,Credit Card,5,447.3,1,1,16,0,0,0
ORD105542,Home,Furniture,Brand_19,183.55,62.0,5.0,80.0,0,0,0.185,0.178,0.199,0.085,4.5,0.114,Marketplace Fulfilled,COD,5,1144.4,0,0,15,0,0,1
ORD105543,Sports,Team Sports,Brand_30,3732.2,49.9,4.2,88.0,0,0,0.155,0.145,0.163,0.098,4.8,0.116,Marketplace Fulfilled,Credit Card,1,175.5,1,0,14,0,0,0
ORD105544,Electronics,Laptops,Brand_29,282.12,2.6,4.1,64.0,0,1,0.145,0.102,0.163,0.02,4.2,0.085,Marketplace Fulfilled,Debit Card,1,112.9,0,0,15,0,2,0
ORD105545,Fashion,Women,Brand_28,1865.45,1.5,3.7,79.0,0,1,0.206,0.16,0.195,0.021,4.3,0.128,Marketplace Fulfilled,Wallet,3,62.7,0,0,9,0,0,0
ORD105546,Toys,Educational,Brand_20,988.79,66.6,3.5,89.0,1,0,0.141,0.201,0.076,0.016,3.9,0.227,Seller Fulfilled,Wallet,4,585.9,0,1,10,0,0,0
ORD105547,Beauty,Skincare,Brand_23,763.48,26.5,3.2,59.0,0,1,0.217,0.048,0.234,0.027,4.7,0.129,Seller Fulfilled,Wallet,5,988.0,0,0,8,1,0,0
ORD105548,Sports,Team Sports,Brand_2,1796.69,40.4,4.8,85.0,0,1,0.083,0.236,0.029,0.039,4.7,0.173,Seller Fulfilled,COD,4,1391.0,0,1,12,0,1,0
ORD105549,Beauty,Haircare,Brand_7,1475.75,63.5,2.8,70.0,0,1,0.064,0.217,0.149,0.072,3.9,0.068,Marketplace Fulfilled,Credit Card,1,304.6,1,0,15,0,0,0
ORD105550,Beauty,Skincare,Brand_22,662.91,64.0,3.7,69.0,0,0,0.111,0.175,0.072,0.03,4.6,0.235,Marketplace Fulfilled,COD,5,1371.6,0,0,6,1,2,1
ORD105551,Electronics,Audio,Brand_30,411.81,6.4,4.5,62.0,1,1,0.174,0.106,0.163,0.042,4.9,0.103,Seller Fulfilled,UPI,1,133.7,0,0,10,0,2,0
ORD105552,Electronics,Audio,Brand_28,672.31,42.6,2.8,86.0,0,1,0.163,0.09,0.171,0.048,4.5,0.145,Marketplace Fulfilled,Debit Card,4,178.0,1,0,18,0,0,0
ORD105553,Beauty,Haircare,Brand_19,548.66,66.5,4.0,50.0,0,0,0.253,0.246,0.218,0.108,4.6,0.164,Marketplace Fulfilled,Debit Card,1,1071.1,0,1,8,3,1,1
ORD105554,Beauty,Skincare,Brand_4,827.65,12.0,3.3,75.0,1,0,0.21,0.169,0.211,0.007,3.4,0.091,Seller Fulfilled,Debit Card,4,1292.8,1,0,13,0,1,1
ORD105555,Toys,Educational,Brand_29,1507.99,44.4,3.9,45.0,0,0,0.084,0.186,0.163,0.015,4.4,0.278,Seller Fulfilled,Credit Card,3,1201.3,0,1,12,0,1,1
ORD105556,Home,Kitchen,Brand_10,917.55,51.9,3.8,95.0,0,1,0.078,0.232,0.085,0.054,4.1,0.098,Marketplace Fulfilled,Credit Card,1,133.7,0,0,17,0,0,0
ORD105557,Electronics,Laptops,Brand_2,710.79,5.1,2.4,82.0,0,1,0.056,0.204,0.056,0.117,4.3,0.124,Seller Fulfilled,COD,3,293.7,0,0,11,0,1,0
ORD105558,Electronics,Laptops,Brand_24,334.1,25.9,4.3,50.0,1,0,0.125,0.112,0.136,0.045,3.2,0.041,Marketplace Fulfilled,Credit Card,1,529.7,0,0,14,1,0,0
ORD105559,Home,Furniture,Brand_6,806.09,13.8,3.2,93.0,0,0,0.059,0.084,0.074,0.176,3.3,0.15,Seller Fulfilled,COD,4,88.7,0,1,14,0,0,0
ORD105560,Electronics,Audio,Brand_10,130.8,3.8,3.5,47.0,0,0,0.108,0.084,0.125,0.023,2.9,0.109,Seller Fulfilled,Debit Card,5,138.5,0,0,18,2,0,0
ORD105561,Sports,Team Sports,Brand_21,293.61,6.7,3.9,98.0,0,1,0.138,0.114,0.152,0.036,4.2,0.085,Marketplace Fulfilled,Credit Card,5,1195.4,0,0,18,0,0,0
ORD105562,Home,Decor,Brand_29,1038.59,22.9,4.1,60.0,0,0,0.173,0.064,0.202,0.068,3.8,0.15,Marketplace Fulfilled,UPI,1,282.9,0,0,13,0,0,0
ORD105563,Fashion,Women,Brand_28,1334.98,38.8,4.2,51.0,0,0,0.118,0.133,0.13,0.002,3.7,0.19,Marketplace Fulfilled,Debit Card,5,666.8,0,0,12,1,0,0
ORD105564,Home,Decor,Brand_5,590.76,63.9,4.4,40.0,1,0,0.041,0.051,0.021,0.14,4.1,0.052,Marketplace Fulfilled,COD,3,1002.5,0,0,15,0,0,0
ORD105565,Home,Kitchen,Brand_6,721.18,62.7,2.3,56.0,0,0,0.001,0.193,0.046,0.136,3.9,0.089,Marketplace Fulfilled,UPI,4,564.6,1,0,10,0,0,0
ORD105566,Books,Non-Fiction,Brand_25,839.86,58.5,4.2,93.0,0,1,0.064,0.209,0.076,0.064,4.2,0.064,Marketplace Fulfilled,Debit Card,5,558.1,1,0,6,0,1,0
ORD105567,Electronics,Mobiles,Brand_10,1111.31,51.7,3.9,79.0,0,1,0.049,0.153,0.051,0.067,4.1,0.035,Marketplace Fulfilled,Wallet,2,600.4,0,0,8,1,0,0
ORD105568,Home,Furniture,Brand_3,502.07,2.7,3.5,67.0,0,0,0.217,0.153,0.216,0.041,3.8,0.252,Marketplace Fulfilled,COD,3,1157.8,1,1,7,0,0,1
ORD105569,Electronics,Mobiles,Brand_18,248.47,27.2,4.1,77.0,0,1,0.046,0.17,0.092,0.103,3.9,0.163,Marketplace Fulfilled,UPI,5,1059.3,0,0,18,0,0,0
ORD105570,Home,Decor,Brand_20,852.74,52.2,4.5,83.0,1,0,0.106,0.076,0.093,0.061,5.0,0.01,Marketplace Fulfilled,Credit Card,4,1414.2,0,0,12,0,1,0
ORD105571,Fashion,Kids,Brand_30,3506.85,64.8,3.3,95.0,0,1,0.155,0.082,0.156,0.055,5.0,0.146,Marketplace Fulfilled,COD,4,1410.2,0,1,12,2,1,1
ORD105572,Books,Non-Fiction,Brand_15,262.38,31.0,4.8,48.0,0,1,0.1,0.146,0.124,0.033,4.3,0.016,Marketplace Fulfilled,COD,3,315.6,0,0,14,0,0,0
ORD105573,Books,Academic,Brand_24,536.88,47.0,4.7,83.0,0,1,0.076,0.021,0.108,0.084,4.1,0.057,Seller Fulfilled,Credit Card,2,996.1,0,0,8,2,0,0
ORD105574,Home,Furniture,Brand_17,425.12,66.7,4.1,94.0,0,1,0.149,0.136,0.135,0.039,3.9,0.127,Marketplace Fulfilled,COD,2,729.8,0,1,12,0,1,0
ORD105575,Home,Kitchen,Brand_28,5281.04,41.7,3.1,42.0,0,1,0.093,0.181,0.155,0.112,4.1,0.164,Marketplace Fulfilled,UPI,1,1194.6,0,1,20,1,0,0
ORD105576,Fashion,Women,Brand_15,253.5,52.2,5.0,53.0,1,1,0.199,0.083,0.186,0.135,4.5,0.169,Seller Fulfilled,COD,4,740.8,0,1,9,0,1,1
ORD105577,Home,Decor,Brand_21,520.92,64.7,4.1,37.0,0,0,0.106,0.169,0.093,0.065,4.5,0.148,Marketplace Fulfilled,COD,2,667.0,0,0,16,0,0,0
ORD105578,Electronics,Mobiles,Brand_29,433.45,47.6,4.0,96.0,0,0,0.059,0.145,0.129,0.054,4.7,0.154,Marketplace Fulfilled,UPI,5,,0,1,15,0,2,0
ORD105579,Beauty,Haircare,Brand_27,194.63,8.8,4.0,65.0,1,0,0.169,0.115,0.168,0.039,3.7,0.151,Seller Fulfilled,COD,1,1044.3,0,0,13,0,0,1
ORD105580,Fashion,Accessories,Brand_13,185.34,65.6,4.3,51.0,1,0,0.09,0.081,0.134,0.075,4.1,0.176,Marketplace Fulfilled,COD,2,550.7,0,0,15,1,0,1
ORD105581,Beauty,Skincare,Brand_16,1003.8,53.9,4.5,84.0,0,1,0.103,0.12,0.033,0.117,4.0,0.104,Marketplace Fulfilled,COD,2,1258.6,1,1,10,0,0,0
ORD105582,Electronics,Laptops,Brand_18,1138.87,17.7,3.9,51.0,0,0,0.03,0.114,0.079,0.063,4.7,0.075,Seller Fulfilled,COD,3,596.0,1,0,13,0,0,0
ORD105583,Beauty,Haircare,Brand_4,363.74,66.2,,62.0,0,0,0.228,0.13,0.169,0.062,3.7,0.146,Marketplace Fulfilled,Credit Card,2,312.5,0,0,12,2,0,1
ORD105584,Home,Decor,Brand_8,2139.01,5.3,4.6,56.0,0,0,0.138,0.103,0.149,0.042,4.5,0.221,Marketplace Fulfilled,Debit Card,2,838.8,0,0,16,0,1,0
ORD105585,Fashion,Women,Brand_22,79.38,63.0,3.4,62.0,0,1,0.117,0.093,0.105,0.003,3.6,0.096,Marketplace Fulfilled,UPI,2,365.8,0,0,17,0,0,0
ORD105586,Electronics,Laptops,Brand_3,193.91,56.4,3.2,55.0,0,1,0.232,0.115,0.22,0.057,3.4,0.122,Seller Fulfilled,COD,3,75.9,0,1,10,1,0,0
ORD105587,Sports,Team Sports,Brand_19,286.5,18.4,3.9,70.0,0,0,0.122,0.139,0.185,0.097,3.7,0.169,Seller Fulfilled,COD,3,321.0,0,0,10,0,1,0
ORD105588,Home,Furniture,Brand_15,597.01,57.6,3.6,48.0,0,1,0.186,0.193,0.209,0.026,3.9,0.181,Seller Fulfilled,Debit Card,5,566.7,1,1,16,1,1,1
ORD105589,Fashion,Kids,Brand_15,401.09,4.0,4.2,59.0,1,0,0.161,0.161,0.178,0.092,4.2,0.19,Marketplace Fulfilled,COD,4,1375.7,0,0,16,1,1,1
ORD105590,Electronics,Laptops,Brand_26,502.23,63.8,4.3,36.0,0,1,0.069,0.068,0.134,0.041,3.6,0.105,Marketplace Fulfilled,COD,5,584.0,0,0,18,0,0,0
ORD105591,Electronics,Audio,Brand_9,931.27,40.5,3.6,50.0,0,1,0.152,0.144,0.161,0.039,4.0,0.19,Marketplace Fulfilled,COD,2,706.4,0,0,12,0,0,0
ORD105592,Home,Kitchen,Brand_24,2233.58,34.9,4.0,89.0,0,0,0.144,0.168,0.143,0.021,4.3,0.193,Marketplace Fulfilled,UPI,1,267.0,0,1,17,2,1,1
ORD105593,Home,Kitchen,Brand_24,1239.16,66.4,3.6,86.0,0,0,0.033,0.184,0.085,0.046,4.9,0.081,Seller Fulfilled,UPI,4,1211.5,0,0,13,2,1,0
ORD105594,Fashion,Men,Brand_30,633.04,1.8,4.4,76.0,0,0,0.205,0.116,0.151,0.048,4.9,0.084,Seller Fulfilled,COD,3,382.4,0,0,13,1,0,0
ORD105595,Home,Furniture,Brand_25,559.96,34.3,4.2,86.0,1,0,0.072,0.265,0.107,0.082,3.3,0.241,Seller Fulfilled,COD,1,974.6,0,0,4,0,1,1
ORD105596,Beauty,Haircare,Brand_16,1621.77,49.3,4.4,73.0,1,1,0.001,0.144,0.047,0.008,4.2,0.197,Marketplace Fulfilled,UPI,4,432.5,0,0,6,0,0,0
ORD105597,Beauty,Haircare,Brand_11,3280.7,7.5,3.7,90.0,0,1,0.246,0.103,0.205,0.019,3.7,0.079,Marketplace Fulfilled,COD,3,1345.8,0,0,11,0,1,1
ORD105598,Fashion,Men,Brand_24,1068.98,1.0,4.1,50.0,0,0,0.051,0.05,0.096,0.063,3.4,0.1,Seller Fulfilled,Credit Card,3,265.2,1,1,13,0,1,0
ORD105599,Electronics,Audio,Brand_28,387.19,41.2,4.2,47.0,0,0,0.144,0.167,0.174,0.093,4.4,0.059,Marketplace Fulfilled,Debit Card,4,512.9,0,0,15,0,0,0
ORD105600,Electronics,Audio,Brand_9,759.99,22.6,4.4,58.0,0,0,0.199,0.099,0.163,0.084,3.5,0.021,Seller Fulfilled,COD,4,904.4,0,1,11,0,1,1
ORD105601,Fashion,Kids,Brand_12,1014.63,32.3,4.3,42.0,0,0,0.219,0.053,0.248,0.013,4.8,0.075,Marketplace Fulfilled,Credit Card,4,173.8,0,0,17,1,0,0
ORD105602,Electronics,Audio,Brand_15,365.17,41.7,3.8,79.0,1,0,0.2,0.115,0.158,0.049,4.3,0.136,Marketplace Fulfilled,UPI,2,270.5,0,0,12,0,1,0
ORD105603,Fashion,Kids,Brand_4,1311.83,25.9,3.1,89.0,0,0,0.204,0.217,0.204,0.013,4.6,0.198,Marketplace Fulfilled,UPI,1,523.6,0,0,13,0,1,0
ORD105604,Fashion,Footwear,Brand_10,763.29,14.4,4.2,45.0,1,1,0.037,0.113,0.063,0.037,4.0,0.001,Seller Fulfilled,Credit Card,5,139.2,0,0,10,3,0,0
ORD105605,Beauty,Makeup,Brand_5,1716.76,16.0,4.2,70.0,0,0,0.033,0.094,0.018,0.02,4.9,0.101,Seller Fulfilled,Credit Card,1,239.8,0,0,14,1,0,0
ORD105606,Fashion,Men,Brand_24,249.87,12.6,3.2,77.0,0,1,0.091,0.08,0.119,0.059,5.0,0.131,Marketplace Fulfilled,Credit Card,3,161.6,0,0,15,0,1,0
ORD105607,Beauty,Skincare,Brand_15,125.55,48.0,,86.0,0,0,0.198,0.229,0.153,0.04,4.1,0.134,Seller Fulfilled,Credit Card,4,718.8,0,0,4,0,0,0
ORD105608,Fashion,Kids,Brand_19,422.64,9.0,4.0,79.0,0,0,0.251,0.1,0.253,0.063,4.0,0.169,Seller Fulfilled,COD,2,1239.7,0,1,17,0,1,1
ORD105609,Home,Kitchen,Brand_3,614.84,65.1,3.8,88.0,1,0,0.235,0.123,0.209,0.043,4.5,0.169,Marketplace Fulfilled,COD,3,1328.5,0,0,10,1,0,1
ORD105610,Electronics,Laptops,Brand_18,119.01,0.3,4.0,76.0,0,1,0.001,0.156,0.024,0.117,3.7,0.05,Marketplace Fulfilled,COD,3,1268.6,0,0,12,1,1,0
ORD105611,Sports,Outdoor,Brand_22,348.06,20.3,4.5,,0,1,0.038,0.041,0.069,0.05,4.6,0.209,Marketplace Fulfilled,Credit Card,5,1398.5,1,0,11,1,0,0
ORD105612,Sports,Fitness,Brand_21,1910.65,53.8,4.9,105.0,1,0,0.068,0.079,0.125,0.05,4.2,0.203,Seller Fulfilled,Credit Card,4,1328.3,0,0,17,1,0,0
ORD105613,Electronics,Laptops,Brand_24,972.58,6.0,3.9,103.0,0,0,0.185,0.111,0.13,0.053,4.0,0.132,Marketplace Fulfilled,Credit Card,1,920.4,0,0,13,0,1,0
ORD105614,Home,Furniture,Brand_4,681.57,39.4,3.7,53.0,0,0,0.131,0.091,0.145,0.061,3.5,0.078,Marketplace Fulfilled,UPI,5,496.9,0,0,14,0,1,0
ORD105615,Fashion,Women,Brand_17,232.71,19.5,4.3,46.0,1,0,0.109,0.105,0.15,0.109,4.2,0.001,Seller Fulfilled,Wallet,3,1271.1,0,0,9,0,0,0
ORD105616,Home,Kitchen,Brand_15,1854.28,64.7,3.0,106.0,0,0,0.188,0.238,0.211,0.015,3.4,0.135,Seller Fulfilled,UPI,5,1133.6,0,0,13,0,0,1
ORD105617,Fashion,Kids,Brand_27,413.39,14.7,4.5,42.0,0,1,0.162,0.201,0.194,0.056,4.8,0.064,Marketplace Fulfilled,UPI,3,113.1,0,0,4,0,0,0
ORD105618,Electronics,Mobiles,Brand_21,655.56,4.8,3.0,82.0,1,0,0.211,0.042,0.142,0.19,3.7,0.09,Marketplace Fulfilled,COD,1,1291.3,1,1,6,0,1,1
ORD105619,Fashion,Men,Brand_29,868.41,41.1,3.0,66.0,0,1,0.115,0.108,0.096,0.041,4.1,0.098,Marketplace Fulfilled,UPI,3,1060.4,0,0,14,1,1,0
ORD105620,Books,Non-Fiction,Brand_1,702.14,25.2,4.9,59.0,0,0,0.044,0.184,0.095,0.036,4.2,0.076,Seller Fulfilled,Credit Card,4,950.8,1,1,10,1,1,0
ORD105621,Electronics,Mobiles,Brand_14,2304.46,60.6,2.5,90.0,0,0,0.184,0.109,0.205,0.155,3.8,0.076,Marketplace Fulfilled,Debit Card,1,476.3,1,0,18,0,1,1
ORD105622,Home,Decor,Brand_22,1009.9,61.3,4.8,57.0,1,1,0.062,0.072,0.056,0.117,4.9,0.022,Seller Fulfilled,Wallet,4,890.3,0,1,6,0,0,0
ORD105623,Electronics,Laptops,Brand_3,816.08,53.3,4.9,68.0,0,1,0.182,0.179,0.168,0.068,4.5,0.158,Seller Fulfilled,COD,4,197.2,0,1,16,0,0,0
ORD105624,Electronics,Audio,Brand_20,556.8,8.6,4.1,70.0,0,0,0.109,0.132,0.109,0.018,4.0,0.096,Marketplace Fulfilled,Debit Card,2,356.6,0,0,14,0,1,0
ORD105625,Fashion,Women,Brand_7,887.77,44.1,4.3,86.0,0,0,0.1,0.067,0.143,0.078,3.8,0.11,Seller Fulfilled,UPI,4,1361.9,1,1,8,0,0,0
ORD105626,Books,Fiction,Brand_3,498.2,6.2,2.9,86.0,0,1,0.19,0.089,0.168,0.049,3.8,0.219,Marketplace Fulfilled,UPI,3,1423.3,0,0,13,0,0,0
ORD105627,Sports,Outdoor,Brand_20,713.68,1.7,3.6,72.0,0,0,0.171,0.107,0.172,0.064,4.7,0.048,Marketplace Fulfilled,Credit Card,2,1337.9,0,0,12,0,1,0
ORD105628,Fashion,Footwear,Brand_13,442.51,13.2,,34.0,0,0,0.078,0.086,0.061,0.034,4.8,0.091,Marketplace Fulfilled,Credit Card,4,601.8,0,0,11,0,1,0
ORD105629,Beauty,Skincare,Brand_13,383.95,33.1,4.1,50.0,0,0,0.061,0.071,0.149,0.029,3.9,0.144,Marketplace Fulfilled,Debit Card,3,715.4,1,1,17,0,1,1
ORD105630,Electronics,Mobiles,Brand_10,263.89,30.2,4.2,61.0,0,0,0.071,0.156,0.064,0.157,4.3,0.155,Marketplace Fulfilled,COD,1,1152.0,0,0,8,0,1,1
ORD105631,Fashion,Men,Brand_21,471.5,52.0,4.1,63.0,1,0,0.175,0.088,0.127,0.076,4.4,0.095,Marketplace Fulfilled,Credit Card,4,797.6,0,0,13,0,0,1
ORD105632,Home,Kitchen,Brand_19,444.47,35.1,3.9,40.0,1,0,0.199,0.033,0.203,0.048,4.8,0.125,Seller Fulfilled,COD,3,1267.4,0,0,14,0,1,1
ORD105633,Fashion,Women,Brand_21,3122.65,17.7,3.1,67.0,1,1,0.082,0.164,0.093,0.052,4.8,0.001,Marketplace Fulfilled,COD,5,1313.1,0,0,16,0,1,1
ORD105634,Fashion,Accessories,Brand_24,1469.82,9.4,4.1,61.0,0,1,0.081,0.129,0.116,0.022,4.0,0.052,Marketplace Fulfilled,UPI,4,450.2,0,0,14,0,2,0
ORD105635,Beauty,Haircare,Brand_19,533.46,38.2,3.1,76.0,0,0,0.123,0.093,0.208,0.078,4.6,0.152,Marketplace Fulfilled,UPI,2,653.7,0,0,15,0,1,1
ORD105636,Fashion,Accessories,Brand_3,411.18,45.2,3.7,82.0,0,0,0.16,0.162,0.163,0.046,4.6,0.091,Marketplace Fulfilled,Debit Card,3,1034.3,0,0,16,0,0,0
ORD105637,Books,Fiction,Brand_5,1046.86,14.3,4.8,67.0,0,1,0.001,0.122,0.012,0.13,4.1,0.108,Marketplace Fulfilled,UPI,4,322.2,0,0,11,0,0,0
ORD105638,Beauty,Haircare,Brand_30,3456.64,42.3,2.9,37.0,0,1,0.237,0.137,0.188,0.056,3.8,0.139,Marketplace Fulfilled,UPI,2,14.8,1,1,13,1,0,0
ORD105639,Sports,Fitness,Brand_9,1232.63,57.6,3.8,70.0,0,0,0.036,0.121,0.086,0.204,3.5,0.152,Seller Fulfilled,Debit Card,4,953.3,0,0,18,0,1,0
ORD105640,Home,Kitchen,Brand_13,127.99,16.2,4.5,61.0,0,1,0.107,0.131,0.106,0.045,5.0,0.073,Seller Fulfilled,Credit Card,5,488.0,0,1,14,1,0,0
ORD105641,Sports,Outdoor,Brand_12,1308.78,54.9,4.3,85.0,0,0,0.126,0.128,0.113,0.109,4.4,0.1,Marketplace Fulfilled,UPI,1,368.8,0,1,15,0,1,0
ORD105642,Electronics,Mobiles,Brand_30,1535.0,63.7,4.1,52.0,0,0,0.211,0.155,0.2,0.002,4.7,0.063,Marketplace Fulfilled,Debit Card,3,1152.1,0,1,15,0,0,0
ORD105643,Home,Kitchen,Brand_25,4356.02,62.7,3.5,80.0,1,1,0.042,0.079,0.078,0.069,3.4,0.129,Marketplace Fulfilled,UPI,4,999.0,0,0,14,0,1,0
ORD105644,Home,Kitchen,Brand_15,481.3,9.5,4.8,79.0,1,1,0.201,0.115,0.219,0.186,4.1,0.028,Marketplace Fulfilled,UPI,2,630.7,0,1,11,2,1,0
ORD105645,Books,Academic,Brand_21,681.78,3.3,3.1,81.0,1,0,0.12,0.144,0.107,0.049,4.3,0.151,Marketplace Fulfilled,Credit Card,5,1222.6,1,1,14,0,0,1
ORD105646,Fashion,Accessories,Brand_17,902.54,48.7,4.4,53.0,0,1,0.207,0.055,0.217,0.006,4.1,0.086,Marketplace Fulfilled,Credit Card,2,956.6,0,0,9,0,0,0
ORD105647,Home,Furniture,Brand_20,302.6,25.6,4.0,80.0,0,0,0.132,0.134,0.121,0.012,3.9,0.119,Seller Fulfilled,UPI,3,542.0,0,1,7,0,0,0
ORD105648,Beauty,Haircare,Brand_29,278.91,11.9,3.4,56.0,1,0,0.056,0.111,0.123,0.029,4.3,0.117,Marketplace Fulfilled,UPI,1,433.7,0,0,17,0,0,0
ORD105649,Electronics,Audio,Brand_21,862.14,30.0,3.6,98.0,0,0,0.104,0.156,0.118,0.158,3.7,0.182,Seller Fulfilled,Credit Card,2,513.9,1,0,10,0,0,0
ORD105650,Sports,Outdoor,Brand_4,150.1,36.4,5.0,99.0,0,0,0.205,0.126,0.181,0.025,4.2,0.154,Marketplace Fulfilled,COD,4,859.5,0,1,19,1,1,1
ORD105651,Electronics,Laptops,Brand_16,183.95,10.8,3.1,45.0,0,1,0.051,0.158,0.061,0.012,4.0,0.094,Marketplace Fulfilled,COD,1,1225.1,0,0,7,0,0,0
ORD105652,Fashion,Footwear,Brand_25,1254.02,2.5,2.7,94.0,0,1,0.046,0.175,0.132,0.049,5.0,0.13,Marketplace Fulfilled,Credit Card,1,1357.4,0,0,4,0,1,0
ORD105653,Home,Decor,Brand_2,942.05,52.4,3.5,77.0,1,1,0.084,0.053,0.08,0.051,3.8,0.058,Seller Fulfilled,COD,2,163.2,0,0,19,1,1,0
ORD105654,Electronics,Mobiles,Brand_11,1853.38,30.6,4.2,108.0,1,0,0.189,0.148,0.199,0.078,4.5,0.039,Seller Fulfilled,Credit Card,3,1316.7,0,1,16,0,0,1
