product_category,sub_category,brand,discount_percent,product_rating,review_count,fragile_item,warranty_available,product_return_rate,category_return_rate,brand_return_rate,defect_rate,seller_rating,seller_return_rate,fulfillment_type,payment_method,quantity,shipping_distance_km,delayed_delivery,wishlist_before_purchase,product_page_views,returned,total_support_contacts,log_price
Fashion,Women,Brand_25,50.2,3.8,79.0,0,0,0.041,0.158,0.111,0.06,3.5,0.2,Marketplace Fulfilled,UPI,4,140.1,0,0,11,0,0,6.965910973150485
Books,Fiction,Brand_9,28.9,3.7,79.0,0,1,0.001,0.095,0.103,0.053,4.1,0.035,Marketplace Fulfilled,Credit Card,2,260.0,0,1,11,0,0,6.631355982617303
Fashion,Men,Brand_3,48.3,3.7,81.0,0,0,0.308,0.105,0.225,0.098,4.5,0.138,Seller Fulfilled,Credit Card,5,1362.1,0,0,18,1,0,6.404103858964147
Fashion,Men,Brand_24,8.2,4.4,36.0,1,1,0.155,0.081,0.147,0.08,3.5,0.124,Marketplace Fulfilled,Wallet,5,619.3,1,0,12,1,0,6.7868636667040505
Beauty,Makeup,Brand_3,41.6,4.8,45.0,0,1,0.201,0.091,0.189,0.032,4.1,0.144,Marketplace Fulfilled,COD,1,861.4,0,1,18,0,1,7.152002571560833
Electronics,Laptops,Brand_24,7.6,4.3,83.0,0,0,0.144,0.224,0.122,0.05,4.1,0.147,Marketplace Fulfilled,Credit Card,4,234.3,0,0,13,0,1,8.017139343203535
Sports,Team Sports,Brand_11,23.7,3.6,89.0,0,0,0.213,0.127,0.237,0.092,3.8,0.069,Marketplace Fulfilled,COD,4,,0,1,7,1,0,5.412226240655819
Fashion,Women,Brand_22,35.9,3.9,85.0,1,0,0.144,0.08,0.125,0.24,4.3,0.08,Seller Fulfilled,COD,1,1105.4,0,1,14,1,0,4.753503980493785
Sports,Fitness,Brand_19,46.3,4.6,70.0,0,0,0.176,0.156,0.234,0.078,4.3,0.178,Marketplace Fulfilled,Debit Card,4,27.2,0,1,10,0,1,5.014428092334952
Fashion,Kids,Brand_2,33.6,4.4,66.0,0,1,0.095,0.215,0.09,0.051,3.7,0.209,Seller Fulfilled,UPI,4,974.2,0,0,14,0,1,4.776515052068413
Fashion,Accessories,Brand_1,49.0,4.2,48.0,0,1,0.174,0.15,0.143,0.106,4.1,0.068,Seller Fulfilled,UPI,2,756.2,0,0,10,0,0,5.325154020501596
Electronics,Laptops,Brand_19,11.6,3.5,74.0,0,0,0.214,0.13,0.253,0.049,4.4,0.057,Marketplace Fulfilled,COD,3,643.2,0,0,17,1,0,5.211505969561073
Fashion,Men,Brand_16,43.0,4.6,45.0,0,0,0.191,0.001,0.074,0.038,4.7,0.273,Marketplace Fulfilled,Debit Card,3,604.5,0,0,9,0,0,6.027675929070554
Home,Furniture,Brand_2,25.8,4.8,75.0,0,0,0.002,0.088,0.059,0.079,3.2,0.138,Marketplace Fulfilled,COD,3,29.1,0,1,7,0,1,7.170381047715945
Fashion,Accessories,Brand_30,10.3,4.4,67.0,0,1,0.171,0.144,0.149,0.095,4.6,0.098,Seller Fulfilled,Credit Card,2,354.6,0,1,13,0,2,6.964778128078046
Fashion,Men,Brand_8,57.2,5.0,92.0,0,1,0.086,0.211,0.088,0.056,4.7,0.08,Marketplace Fulfilled,COD,5,625.2,0,1,18,0,3,5.842906532466833
Beauty,Makeup,Brand_26,65.4,4.4,91.0,0,0,0.167,0.121,0.11,0.09,4.0,0.164,Marketplace Fulfilled,Credit Card,5,461.5,0,0,9,0,1,5.920424939628051
Fashion,Accessories,Brand_4,16.1,4.7,80.0,0,1,0.162,0.17,0.174,0.01,4.3,0.093,Marketplace Fulfilled,Credit Card,2,1123.8,0,0,15,0,1,8.209969417624139
Beauty,Skincare,Brand_7,10.6,4.3,77.0,1,1,0.084,0.147,0.124,0.089,3.7,0.119,Marketplace Fulfilled,COD,5,1304.4,0,0,16,1,0,6.936274706309209
Beauty,Haircare,Brand_16,51.2,3.8,96.0,1,1,0.146,0.117,0.111,0.103,4.2,0.294,Seller Fulfilled,Credit Card,3,968.5,1,0,18,0,1,6.556863579799132
Fashion,Kids,Brand_16,66.4,3.1,70.0,0,0,0.055,0.085,0.089,0.031,4.5,0.141,Seller Fulfilled,Credit Card,3,1415.4,1,1,7,0,1,6.510838529323929
Beauty,Makeup,Brand_19,28.0,3.4,87.0,0,0,0.243,0.13,0.209,0.125,5.0,0.029,Seller Fulfilled,UPI,1,285.8,0,0,9,0,0,6.141822328696539
Fashion,Footwear,Brand_6,53.0,3.4,55.0,0,1,0.001,0.232,0.01,0.007,4.7,0.124,Marketplace Fulfilled,Credit Card,1,786.9,1,1,13,0,1,8.203098695012624
Electronics,Mobiles,Brand_8,9.9,3.1,74.0,0,1,0.151,0.015,0.181,0.066,4.2,0.19,Seller Fulfilled,Debit Card,2,,0,1,15,0,0,6.231111170521206
Fashion,Women,Brand_8,15.3,3.7,76.0,0,0,0.049,0.112,0.087,0.114,4.4,0.096,Marketplace Fulfilled,COD,2,606.0,0,0,17,0,2,6.535821654082765
Sports,Team Sports,Brand_14,9.4,3.9,54.0,1,1,0.146,0.11,0.206,0.14,3.3,0.213,Seller Fulfilled,COD,4,158.2,0,0,16,0,0,4.923332965693459
Home,Decor,Brand_28,44.6,4.7,66.0,0,1,0.105,0.104,0.159,0.1,4.1,0.048,Marketplace Fulfilled,COD,1,554.6,0,1,17,0,2,5.830209524425728
Home,Furniture,Brand_14,39.4,3.1,80.0,0,1,0.28,0.169,0.22,0.198,4.5,0.27,Seller Fulfilled,COD,2,454.4,0,0,21,1,1,5.907076997597718
Toys,Action Figures,Brand_30,44.3,4.5,41.0,0,1,0.252,0.155,0.164,0.008,4.2,0.168,Seller Fulfilled,Credit Card,4,228.8,0,0,14,0,4,6.8387374071826805
Electronics,Mobiles,Brand_8,11.3,4.1,91.0,0,1,0.017,0.121,0.095,0.045,3.8,0.228,Marketplace Fulfilled,COD,4,219.3,0,1,8,0,0,5.705647401265714
Books,Fiction,Brand_8,5.4,4.1,60.0,0,1,0.135,0.122,0.084,0.046,3.6,0.135,Seller Fulfilled,COD,5,1376.3,0,1,10,0,1,6.4450688138766745
Beauty,Makeup,Brand_4,35.8,3.8,68.0,1,1,0.199,0.149,0.181,0.059,4.0,0.08,Marketplace Fulfilled,COD,1,428.6,0,0,17,1,1,5.85713283431269
Books,Fiction,Brand_7,35.5,5.0,61.0,0,1,0.061,0.173,0.061,0.048,3.5,0.009,Seller Fulfilled,Credit Card,2,387.2,0,0,17,0,1,5.413875707182309
Books,Academic,Brand_10,28.2,3.4,104.0,1,0,0.06,0.198,0.118,0.039,4.9,0.06,Marketplace Fulfilled,UPI,2,1024.5,0,1,8,0,0,5.377451969711764
Toys,Educational,Brand_12,45.8,3.5,80.0,0,0,0.304,0.127,0.26,0.075,3.1,0.004,Seller Fulfilled,Credit Card,2,787.4,1,0,19,1,5,6.24587418029619
Fashion,Men,Brand_22,28.1,4.0,83.0,1,0,0.062,0.049,0.138,0.027,3.8,0.129,Marketplace Fulfilled,Wallet,2,1265.2,0,0,18,0,0,6.494268079771061
Sports,Team Sports,Brand_14,57.4,4.2,46.0,1,0,0.227,0.17,0.235,0.037,4.4,0.123,Seller Fulfilled,COD,2,816.0,1,0,2,1,0,6.227623035499686
Sports,Fitness,Brand_21,52.1,4.0,68.0,0,1,0.108,0.121,0.14,0.023,3.5,0.234,Marketplace Fulfilled,Credit Card,2,1202.9,0,1,14,0,1,5.653926742971297
Home,Decor,Brand_3,22.5,3.9,54.0,0,0,0.183,0.164,0.193,0.016,4.9,0.138,Marketplace Fulfilled,COD,2,655.8,0,1,11,1,0,6.277902095460808
Fashion,Women,Brand_29,59.9,4.2,103.0,0,1,0.223,0.252,0.168,0.088,4.1,0.168,Marketplace Fulfilled,Debit Card,1,930.7,1,1,13,1,0,6.11177771261799
Toys,Action Figures,Brand_5,33.0,4.3,82.0,0,0,0.001,0.124,0.01,0.031,4.5,0.069,Marketplace Fulfilled,COD,2,661.8,1,1,13,0,0,5.46653999896249
Fashion,Kids,Brand_2,31.1,3.9,46.0,0,0,0.001,0.119,0.041,0.04,3.5,0.201,Marketplace Fulfilled,Wallet,5,514.4,1,1,11,0,2,6.476310605515025
Electronics,Mobiles,Brand_13,48.3,5.0,87.0,0,1,0.052,0.072,0.07,0.139,4.5,0.114,Marketplace Fulfilled,UPI,2,1170.3,0,0,9,0,0,8.029618491099562
Home,Furniture,Brand_20,64.1,4.2,81.0,0,0,0.17,0.208,0.128,0.026,4.4,0.094,Marketplace Fulfilled,Credit Card,2,1351.9,0,0,23,0,1,6.267276446989276
Fashion,Men,Brand_8,2.2,3.7,47.0,0,1,0.127,0.005,0.104,0.162,4.5,0.038,Seller Fulfilled,Credit Card,4,385.2,0,0,14,0,0,5.091170188318427
Beauty,Skincare,Brand_5,11.7,4.7,73.0,1,0,0.083,0.129,0.01,0.009,4.2,0.093,Marketplace Fulfilled,Credit Card,2,1368.0,1,0,13,0,1,7.722132879468376
Fashion,Footwear,Brand_26,54.0,2.6,75.0,0,1,0.129,0.169,0.122,0.092,4.1,0.019,Marketplace Fulfilled,COD,1,274.6,0,0,8,0,1,7.531943516050998
Beauty,Haircare,Brand_25,29.6,3.2,84.0,0,0,0.121,0.118,0.108,0.159,4.0,0.054,Marketplace Fulfilled,Debit Card,5,199.9,0,0,16,1,2,7.689732598248121
Sports,Fitness,Brand_23,57.5,3.8,69.0,0,0,0.196,0.062,0.222,0.073,3.8,0.154,Seller Fulfilled,UPI,3,656.3,0,1,5,0,2,6.363734750358505
Electronics,Mobiles,Brand_7,23.5,3.1,29.0,0,1,0.004,0.059,0.121,0.168,4.6,0.117,Marketplace Fulfilled,COD,2,1112.0,0,0,7,0,2,5.698166735870565
Beauty,Makeup,Brand_17,65.4,4.4,78.0,0,0,0.223,0.112,0.158,0.026,4.3,0.133,Marketplace Fulfilled,COD,1,982.8,1,1,18,1,1,5.599976305930612
Fashion,Women,Brand_21,14.5,4.4,39.0,1,0,0.139,0.156,0.127,0.022,3.4,0.091,Marketplace Fulfilled,COD,3,1282.6,0,0,12,1,1,7.427697222544404
Sports,Outdoor,Brand_13,63.6,5.0,86.0,0,0,0.114,0.136,0.117,0.09,3.7,0.173,Marketplace Fulfilled,UPI,3,197.4,0,0,9,0,0,7.845682250175647
Toys,Outdoor Play,Brand_6,52.9,3.5,45.0,0,1,0.001,0.086,0.03,0.06,4.7,0.068,Marketplace Fulfilled,Credit Card,2,272.7,0,0,13,0,1,5.575456557623259
Fashion,Footwear,Brand_25,65.3,4.3,67.0,0,1,0.109,0.18,0.045,0.024,4.5,0.105,Marketplace Fulfilled,UPI,3,534.1,0,1,8,0,0,4.147885329150131
Beauty,Makeup,Brand_29,10.8,4.7,96.0,0,1,0.158,0.176,0.221,0.052,4.5,0.08,Marketplace Fulfilled,COD,2,99.7,0,0,18,0,0,6.385683318243065
Home,Decor,Brand_5,23.7,4.0,66.0,0,1,0.001,0.085,0.01,0.056,3.7,0.086,Marketplace Fulfilled,Debit Card,5,691.8,0,0,15,0,0,5.589904305077029
Home,Decor,Brand_22,13.2,4.6,38.0,0,1,0.086,0.072,0.105,0.014,5.0,0.098,Marketplace Fulfilled,COD,5,588.4,1,1,10,0,2,5.766600767048352
Beauty,Makeup,Brand_27,55.6,3.8,50.0,0,0,0.21,0.173,0.187,0.038,4.1,0.116,Marketplace Fulfilled,COD,5,1147.9,0,0,9,1,1,6.18766846316624
Electronics,Audio,Brand_17,18.0,,37.0,0,0,0.122,0.111,0.132,0.041,4.2,0.156,Marketplace Fulfilled,Debit Card,2,1360.5,1,0,22,1,2,6.770032256596199
Home,Furniture,Brand_2,35.2,3.4,50.0,0,1,0.113,0.137,0.086,0.14,4.1,0.081,Seller Fulfilled,UPI,4,774.4,1,0,9,0,0,5.700477017647475
Fashion,Accessories,Brand_21,12.9,2.9,89.0,0,1,0.166,0.171,0.133,0.038,3.6,0.143,Marketplace Fulfilled,Credit Card,3,1245.0,0,0,13,0,0,6.523944024768802
Electronics,Audio,Brand_28,47.4,3.6,83.0,0,1,0.11,0.044,0.12,0.025,4.3,0.127,Seller Fulfilled,Debit Card,3,480.5,0,0,15,0,0,6.288323136244473
Sports,Team Sports,Brand_8,49.8,3.8,98.0,0,0,0.148,0.132,0.097,0.058,3.8,0.056,Seller Fulfilled,COD,5,910.4,0,0,11,0,0,4.338335946049148
Fashion,Women,Brand_5,7.7,4.2,70.0,0,1,0.001,0.131,0.01,0.015,3.6,0.164,Marketplace Fulfilled,COD,5,534.1,0,0,9,0,0,6.891493774503315
Home,Decor,Brand_8,46.0,4.2,90.0,0,1,0.106,0.085,0.124,0.01,4.9,0.148,Marketplace Fulfilled,COD,5,977.0,0,1,2,0,2,5.996576458994158
Fashion,Men,Brand_25,11.1,3.4,51.0,0,1,0.119,0.071,0.12,0.012,3.5,0.151,Marketplace Fulfilled,COD,4,1096.4,1,1,20,0,1,5.2677035079302
Sports,Fitness,Brand_17,63.9,3.2,86.0,0,1,0.172,0.095,0.139,0.131,3.4,0.105,Marketplace Fulfilled,UPI,5,1298.5,0,0,14,0,1,5.749775078506674
Home,Decor,Brand_1,59.0,5.0,96.0,1,1,0.225,0.033,0.168,0.081,3.4,0.176,Marketplace Fulfilled,Credit Card,4,1158.3,0,1,19,0,1,6.58405908011163
Electronics,Mobiles,Brand_18,13.5,3.8,56.0,0,1,0.026,0.054,0.056,0.121,4.8,0.178,Marketplace Fulfilled,Credit Card,1,1091.5,0,0,12,0,0,6.443208732736873
Fashion,Women,Brand_25,22.8,3.6,53.0,0,1,0.119,0.178,0.108,0.019,3.7,0.003,Marketplace Fulfilled,UPI,4,1145.9,0,1,12,0,1,6.980922094100772
Electronics,Mobiles,Brand_6,39.9,4.1,67.0,0,0,0.014,0.079,0.056,0.01,4.6,0.186,Marketplace Fulfilled,COD,5,727.7,0,1,15,0,1,6.7940489223663025
Toys,Action Figures,Brand_18,54.1,3.3,71.0,0,0,0.073,0.056,0.085,0.059,4.2,0.087,Seller Fulfilled,COD,3,1300.1,0,0,16,0,1,5.350292928138379
Home,Furniture,Brand_7,63.2,3.4,71.0,0,0,0.145,0.117,0.125,0.126,4.4,0.01,Marketplace Fulfilled,Credit Card,1,857.8,0,0,12,0,0,3.764682417529437
Electronics,Audio,Brand_1,28.1,4.4,42.0,0,0,0.13,0.088,0.107,0.022,4.2,0.2,Seller Fulfilled,UPI,5,568.1,1,1,13,0,0,6.51030298238383
Beauty,Makeup,Brand_13,32.8,3.2,66.0,1,1,0.14,0.091,0.13,0.009,3.5,0.038,Marketplace Fulfilled,Credit Card,5,566.3,0,1,9,0,2,6.968793932722583
Electronics,Audio,Brand_24,10.5,3.0,61.0,1,1,0.097,0.18,0.122,0.089,4.1,0.1,Seller Fulfilled,Wallet,1,1395.0,0,0,9,1,2,6.2197946251094915
Electronics,Audio,Brand_21,23.4,3.7,61.0,1,1,0.053,0.228,0.057,0.07,4.1,0.123,Seller Fulfilled,Debit Card,3,418.8,0,0,20,0,0,6.9954639128316956
Electronics,Laptops,Brand_4,66.5,4.1,48.0,0,0,0.168,0.156,0.187,0.069,4.6,0.047,Seller Fulfilled,UPI,4,637.5,0,1,13,0,2,5.502604243011941
Fashion,Women,Brand_6,62.8,4.8,62.0,1,0,0.022,0.049,0.019,0.076,3.7,0.182,Seller Fulfilled,UPI,3,1096.1,0,0,19,0,1,6.090857290986017
Beauty,Makeup,Brand_17,27.7,4.1,109.0,0,1,0.115,0.104,0.135,0.06,4.6,0.126,Marketplace Fulfilled,Credit Card,1,30.8,0,0,8,0,0,5.575267052420774
Books,Non-Fiction,Brand_10,15.0,4.2,93.0,1,0,0.016,0.163,0.043,0.055,4.3,0.191,Seller Fulfilled,Debit Card,1,1317.2,0,0,15,1,1,7.0284584912140495
Books,Non-Fiction,Brand_10,38.4,3.2,84.0,0,1,0.064,0.107,0.087,0.064,4.5,0.063,Marketplace Fulfilled,Credit Card,4,734.0,1,0,20,0,1,5.584398157632844
Books,Non-Fiction,Brand_14,28.4,4.0,84.0,0,0,0.18,0.103,0.17,0.029,3.9,0.122,Marketplace Fulfilled,Credit Card,2,88.4,0,0,15,0,1,8.254125679728375
Electronics,Mobiles,Brand_23,50.4,3.2,61.0,0,1,0.205,0.124,0.232,0.035,3.7,0.065,Marketplace Fulfilled,COD,1,995.5,1,0,14,1,1,5.950824827641287
Electronics,Audio,Brand_18,42.2,4.5,69.0,0,0,0.043,0.195,0.093,0.007,4.4,0.073,Marketplace Fulfilled,Debit Card,5,887.7,0,1,18,0,0,7.119174366599788
Home,Kitchen,Brand_26,44.3,4.0,99.0,0,0,0.177,0.045,0.145,0.069,5.0,0.05,Seller Fulfilled,Credit Card,1,159.2,0,1,16,0,0,5.962344648534129
Toys,Outdoor Play,Brand_4,25.1,3.9,89.0,0,1,0.168,0.126,0.202,0.073,4.5,0.182,Seller Fulfilled,UPI,4,1100.5,0,1,12,0,1,7.604356487513597
Beauty,Skincare,Brand_14,41.3,4.2,113.0,0,1,0.224,0.022,0.247,0.069,4.1,0.109,Marketplace Fulfilled,Wallet,1,379.2,0,0,14,1,1,7.57007204914948
Electronics,Audio,Brand_17,46.2,3.6,80.0,0,0,0.116,0.176,0.146,0.046,4.8,0.065,Seller Fulfilled,Credit Card,4,75.2,0,0,8,0,0,6.110824117158469
Beauty,Skincare,Brand_23,43.4,3.6,62.0,1,0,0.21,0.129,0.214,0.086,4.5,0.111,Marketplace Fulfilled,COD,4,368.2,0,0,15,1,1,6.64853107934684
Sports,Fitness,Brand_16,46.6,3.3,83.0,0,0,0.107,0.093,0.095,0.07,3.7,0.206,Seller Fulfilled,COD,3,1082.6,1,0,8,1,0,7.547090205764833
Books,Fiction,Brand_28,59.6,,89.0,1,0,0.139,0.157,0.159,0.126,3.2,0.114,Seller Fulfilled,Credit Card,2,507.2,0,0,14,1,0,6.675154650145331
Beauty,Skincare,Brand_26,18.0,3.7,72.0,1,0,0.104,0.092,0.084,0.017,3.8,0.182,Marketplace Fulfilled,UPI,3,1277.0,0,1,12,1,1,5.5751533320590205
Electronics,Mobiles,Brand_21,10.5,3.7,61.0,1,0,0.068,0.059,0.084,0.085,,0.101,Seller Fulfilled,COD,2,1182.8,0,0,11,1,0,6.464619455852702
Fashion,Footwear,Brand_12,2.3,4.4,73.0,0,0,0.218,0.212,0.208,0.125,4.1,0.174,Marketplace Fulfilled,Credit Card,2,407.1,1,1,12,1,1,5.729840008975491
Electronics,Mobiles,Brand_10,46.9,,95.0,0,1,0.129,0.112,0.075,0.024,4.1,0.1,Marketplace Fulfilled,Credit Card,3,589.7,0,0,12,0,1,6.53734355893136
Electronics,Audio,Brand_17,22.5,2.4,83.0,0,0,0.138,0.127,0.156,0.06,4.1,0.089,Seller Fulfilled,COD,1,701.3,0,0,14,1,4,5.694640816738918
Books,Fiction,Brand_14,33.9,5.0,31.0,0,0,0.237,0.175,0.225,0.043,4.2,0.073,Marketplace Fulfilled,COD,1,1309.9,0,1,5,1,0,6.736717816648441
Home,Decor,Brand_1,4.9,3.6,66.0,0,0,0.17,0.199,0.12,0.014,3.8,0.169,Marketplace Fulfilled,COD,1,849.8,0,0,16,1,0,4.798349252782828
Electronics,Laptops,Brand_7,62.1,3.3,29.0,0,0,0.12,0.124,0.151,0.055,3.8,0.187,Marketplace Fulfilled,Debit Card,5,713.7,0,1,13,0,0,5.394763264816289
Electronics,Audio,Brand_26,39.4,3.8,65.0,0,0,0.042,0.225,0.103,0.032,4.0,0.061,Seller Fulfilled,COD,3,429.9,0,0,9,0,0,5.689480689945341
Home,Kitchen,Brand_14,8.4,3.6,87.0,0,0,0.175,0.158,0.177,0.046,3.9,0.166,Marketplace Fulfilled,COD,3,952.4,0,0,6,0,0,6.2577250574955965
Home,Kitchen,Brand_29,27.2,3.6,47.0,0,1,0.162,0.208,0.144,0.114,4.5,0.033,Marketplace Fulfilled,Credit Card,3,690.6,0,0,10,0,2,5.045616262991501
Fashion,Accessories,Brand_8,21.0,4.0,68.0,1,0,0.171,0.091,0.147,0.033,4.2,0.107,Marketplace Fulfilled,UPI,5,882.5,1,1,10,0,0,5.60855562471318
Sports,Fitness,Brand_30,58.1,2.7,64.0,0,0,0.136,0.094,0.143,0.053,4.0,0.141,Marketplace Fulfilled,UPI,2,429.4,1,1,18,0,1,7.101132166453076
Electronics,Mobiles,Brand_25,58.7,4.4,69.0,0,0,0.111,0.133,0.107,0.029,3.8,0.061,Seller Fulfilled,Credit Card,4,283.2,1,1,15,0,1,7.208185744256085
Electronics,Laptops,Brand_11,53.0,4.5,91.0,0,1,0.202,0.081,0.216,0.11,3.8,0.159,Seller Fulfilled,Credit Card,3,952.6,1,1,12,1,1,4.135806352029695
Fashion,Men,Brand_19,26.0,2.8,75.0,0,0,0.197,0.194,0.176,0.015,4.7,0.121,Seller Fulfilled,UPI,4,348.6,0,1,17,0,1,5.874734082304489
Home,Decor,Brand_30,63.2,4.2,89.0,0,0,0.229,0.094,0.224,0.05,3.6,0.108,Marketplace Fulfilled,Debit Card,5,330.9,0,1,12,0,1,7.54788135756483
Beauty,Haircare,Brand_19,18.4,3.3,90.0,0,1,0.187,0.09,0.219,0.043,4.5,0.055,Marketplace Fulfilled,UPI,4,664.9,0,0,9,0,1,6.748607132594587
Books,Fiction,Brand_28,44.3,3.6,69.0,0,1,0.199,0.037,0.142,0.153,3.8,0.032,Marketplace Fulfilled,UPI,2,45.9,0,0,5,0,0,6.767768811403081
Fashion,Men,Brand_4,35.1,4.1,60.0,0,0,0.227,0.086,0.199,0.069,3.8,0.144,Marketplace Fulfilled,COD,2,1237.8,1,1,17,1,1,6.908734799095638
Toys,Outdoor Play,Brand_5,29.3,4.5,51.0,0,1,0.001,0.004,0.01,0.049,4.5,0.105,Seller Fulfilled,Credit Card,4,592.3,0,0,16,0,0,5.54091054168356
Beauty,Haircare,Brand_1,12.6,4.1,69.0,0,1,0.129,0.097,0.163,0.158,3.7,0.049,Seller Fulfilled,Debit Card,4,987.1,0,1,10,0,0,6.594002978797172
Electronics,Audio,Brand_10,16.1,3.0,59.0,0,0,0.125,0.015,0.145,0.041,5.0,0.093,Marketplace Fulfilled,COD,4,1320.0,0,1,12,0,0,6.825644601198262
Fashion,Footwear,Brand_24,55.1,3.9,94.0,0,0,0.231,0.071,0.123,0.023,4.6,0.157,Seller Fulfilled,COD,2,1279.7,0,0,5,1,1,6.497875440275434
Electronics,Laptops,Brand_29,44.8,4.2,49.0,0,1,0.059,0.083,0.144,0.044,5.0,0.103,Seller Fulfilled,UPI,3,832.5,0,0,7,0,1,6.0481047711552325
Books,Academic,Brand_17,62.4,3.4,64.0,0,0,0.27,0.11,0.168,0.033,3.6,0.118,Marketplace Fulfilled,Debit Card,3,856.7,0,0,18,1,2,6.358448668397865
Electronics,Mobiles,Brand_13,45.6,3.3,46.0,0,0,0.071,0.143,0.083,0.071,4.1,0.074,Seller Fulfilled,COD,2,1116.8,0,0,6,1,0,5.378513908542313
Electronics,Mobiles,Brand_28,4.1,3.9,79.0,0,0,0.16,0.122,0.194,0.061,3.8,0.166,Marketplace Fulfilled,Debit Card,3,236.0,0,0,12,0,0,6.953693761923302
Beauty,Makeup,Brand_18,7.8,4.3,54.0,1,1,0.109,0.143,0.057,0.011,4.2,0.045,Seller Fulfilled,COD,4,1290.6,1,0,8,1,1,5.1142142236716515
Books,Academic,Brand_17,48.5,3.5,75.0,0,1,0.121,0.162,0.132,0.035,3.2,0.126,Seller Fulfilled,Debit Card,1,977.1,0,0,14,0,1,5.668811385712148
Beauty,Skincare,Brand_3,16.8,4.1,47.0,0,1,0.238,0.144,0.163,0.225,4.4,0.09,Seller Fulfilled,Debit Card,1,1114.4,0,0,15,1,0,7.014508823923977
Beauty,Haircare,Brand_7,16.7,3.1,60.0,1,0,0.147,0.118,0.151,0.012,4.5,0.141,Marketplace Fulfilled,UPI,5,851.9,0,0,14,1,2,6.662506701885366
Fashion,Women,Brand_21,27.2,4.1,78.0,0,1,0.158,0.188,0.143,0.035,4.5,0.102,Marketplace Fulfilled,Debit Card,4,531.7,1,0,11,0,0,5.966838807281578
Books,Academic,Brand_21,49.9,2.7,106.0,0,1,0.116,0.125,0.116,0.079,3.9,0.115,Marketplace Fulfilled,Wallet,1,769.0,0,0,17,0,0,4.866533950121999
Fashion,Kids,Brand_15,42.8,4.1,94.0,0,0,0.247,0.062,0.184,0.079,4.4,0.118,Seller Fulfilled,Debit Card,2,182.0,1,1,13,0,2,6.360213802279487
Fashion,Women,Brand_22,13.0,4.5,78.0,0,1,0.068,0.133,0.096,0.026,3.2,0.001,Marketplace Fulfilled,Credit Card,4,1023.9,0,0,17,0,0,5.835775184114698
Toys,Outdoor Play,Brand_21,60.1,3.8,77.0,0,0,0.065,0.141,0.08,0.096,3.2,0.114,Marketplace Fulfilled,Credit Card,4,679.1,1,0,14,1,1,6.83345190312297
Fashion,Footwear,Brand_2,65.1,4.3,59.0,0,0,0.077,0.093,0.081,0.058,4.5,0.117,Marketplace Fulfilled,COD,2,1084.4,0,0,17,0,2,5.937668122502313
Fashion,Women,Brand_26,53.1,4.1,75.0,1,0,0.115,0.183,0.117,0.14,4.3,0.161,Marketplace Fulfilled,COD,5,574.1,0,0,14,1,3,4.832385436672355
Home,Kitchen,Brand_21,12.9,3.0,59.0,1,1,0.18,0.127,0.112,0.099,4.7,0.016,Marketplace Fulfilled,UPI,3,1210.5,1,0,16,1,0,5.160376265434814
Electronics,Mobiles,Brand_7,53.2,3.1,75.0,0,0,0.202,0.075,0.174,0.01,4.0,0.108,Seller Fulfilled,COD,3,1208.2,0,0,12,1,3,6.018130820503985
Fashion,Women,Brand_7,34.9,3.7,62.0,0,0,0.13,0.054,0.137,0.101,4.1,0.073,Marketplace Fulfilled,Debit Card,4,1376.4,0,0,11,1,0,6.499395986760637
Home,Kitchen,Brand_29,1.9,3.8,68.0,0,0,0.171,0.052,0.178,0.032,3.7,0.241,Marketplace Fulfilled,COD,4,1103.5,0,1,15,1,2,5.357246434077324
Beauty,Haircare,Brand_8,44.7,3.4,58.0,0,0,0.025,0.228,0.068,0.076,4.7,0.077,Marketplace Fulfilled,COD,5,1278.4,1,0,14,1,2,5.720639591722624
Sports,Fitness,Brand_1,65.5,3.1,43.0,0,1,0.189,0.124,0.191,0.077,4.0,0.054,Seller Fulfilled,COD,3,671.2,0,0,17,1,1,7.114037473220935
Fashion,Footwear,Brand_1,28.9,2.0,36.0,0,1,0.227,0.145,0.197,0.03,4.0,0.139,Marketplace Fulfilled,COD,5,266.5,0,0,13,1,0,7.399294102390355
Home,Furniture,Brand_7,4.2,5.0,63.0,0,0,0.079,0.089,0.102,0.082,4.2,0.098,Marketplace Fulfilled,COD,3,1146.1,1,1,14,1,0,6.650511880470919
Sports,Fitness,Brand_19,15.5,5.0,55.0,0,0,0.119,0.16,0.157,0.082,4.6,0.027,Marketplace Fulfilled,Credit Card,2,908.2,1,0,12,0,1,6.1456223697668735
Fashion,Kids,Brand_14,37.4,3.3,76.0,0,0,0.252,0.114,0.214,0.042,4.1,0.083,Marketplace Fulfilled,COD,4,1047.6,0,0,13,1,0,5.8436313697725994
Fashion,Kids,Brand_22,53.0,2.9,65.0,1,1,0.171,0.111,0.132,0.006,4.2,0.144,Marketplace Fulfilled,Debit Card,1,1350.8,0,0,8,0,1,6.886327331568516
Fashion,Accessories,Brand_7,12.4,4.9,84.0,0,0,0.128,0.113,0.172,0.128,5.0,0.115,Seller Fulfilled,Credit Card,5,985.5,1,0,6,1,2,6.1174802676908415
Home,Decor,Brand_7,14.7,2.5,101.0,0,0,0.11,0.057,0.14,0.068,3.4,0.138,Marketplace Fulfilled,UPI,3,107.8,0,1,10,0,0,7.228838277817667
